Person1,Person2,similarity,r.class
191022850531,191543170934,0.6666666666666666,1
191022890531,191543190934,0.2,0
191022930532,191506650133,0.17647058823529413,0
191022930532,191506610133,0.17647058823529413,1
191022940532,191506650133,0.17647058823529413,0
191022950532,191506650133,0.17647058823529413,0
191022950532,191506630133,0.17647058823529413,1
191022980533,191506680134,0.25,1
191022980533,191506690134,0.17647058823529413,0
191022980533,191506650133,0.17647058823529413,0
191022990534,191506730135,0.21428571428571427,1
191023020534,191506710135,0.21428571428571427,1
191023030534,191506720135,0.3076923076923077,1
191023320539,191507180141,0.2727272727272727,1
191023320539,191503490075,0.2727272727272727,0
191023430540,191507260142,0.36363636363636365,1
191023510543,191507360145,0.6666666666666666,1
191023540544,191507390146,0.4444444444444444,1
191023630546,191507530148,0.15789473684210525,1
191023640546,191507540148,0.15789473684210525,1
191023690548,191507610151,0.25,1
191023700548,191507620151,0.25,1
191023850551,191507750154,0.16666666666666666,1
191023870551,191507770154,0.17647058823529413,1
191023920553,191507840157,0.42857142857142855,1
191023970554,191541950907,0.13793103448275862,1
191023990554,191541970907,0.2,0
191024000554,191541970907,0.3333333333333333,0
191024160558,191542010908,0.2857142857142857,1
191024330564,191525820548,0.25,1
191024480566,191518190374,0.2727272727272727,1
191024500566,191518160374,0.42857142857142855,1
191024570568,191525980552,0.21052631578947367,1
191024600568,191526000552,0.21052631578947367,1
191024620569,191526030553,0.21428571428571427,1
191024690571,191526090555,0.375,1
191025240584,191526710570,0.3,1
191025260585,191526730571,0.42857142857142855,1
191025290586,191526770572,0.4444444444444444,1
191025300586,191526780572,0.16,1
191025360587,191526830573,0.42857142857142855,1
191025380588,191505630112,0.5714285714285714,1
191025400588,191505650112,0.3333333333333333,1
191025400588,191505660112,0.23076923076923078,0
191025410588,191505660112,0.3333333333333333,1
191025410588,191505650112,0.23076923076923078,0
191025410588,191528900615,0.14285714285714285,0
191025410588,191528890615,0.14285714285714285,0
191025430589,191519130396,0.2,0
191025480590,191527040579,0.3333333333333333,1
191025490590,191527050579,0.6666666666666666,1
191025500590,191527060579,0.21052631578947367,1
191025510590,191527070579,0.21052631578947367,1
191025520590,191527080579,0.21052631578947367,1
191025520590,191527090579,0.15,0
191025530590,191527130579,0.15,0
191025530590,191527100579,0.15,1
191025540590,191527130579,0.15,0
191025540590,191527110579,0.15,1
191025550590,191527130579,0.15,0
191025560590,191527130579,0.15,0
191025560590,191527090579,0.15,1
191025580591,191533710716,0.3333333333333333,0
191025590591,191533660715,0.14285714285714285,1
191025590591,191533650715,0.14285714285714285,0
191025600591,191533670715,0.2,1
191025600591,191534790741,0.14285714285714285,0
191025610591,191533680715,0.14285714285714285,1
191025620591,191533690715,0.3333333333333333,1
191025640592,191516980351,0.13793103448275862,1
191025860595,191531390667,0.17647058823529413,1
191026000597,191527510588,0.2857142857142857,1
191026020597,191527530588,0.2857142857142857,1
191026040598,191527550589,0.6666666666666666,1
191026080598,191527600589,0.3333333333333333,1
191026190600,191527670591,0.375,1
191026240601,191527770593,0.6666666666666666,1
191026360603,191527880595,0.3,1
191026470605,191514530312,0.3,0
191026630609,191528160601,0.375,1
191026680609,191531010659,0.16,1
191026680609,191531020659,0.11538461538461539,0
191026750611,191528250603,0.4,1
191026800612,191528300604,0.25,1
191026850613,191528370605,0.5714285714285714,1
191026860613,191528380605,0.3076923076923077,1
191026870613,191528390605,0.3076923076923077,1
191027050616,191528530608,0.3,1
191027180619,191528580609,0.4444444444444444,1
191027180619,191528590609,0.3,0
191027190619,191528590609,0.4444444444444444,1
191027190619,191528580609,0.3,0
191027210620,191528710613,0.5,1
191027220620,191528720613,0.3333333333333333,1
191027230620,191528730613,0.3333333333333333,1
191027230620,191528740613,0.23076923076923078,0
191027230620,191528720613,0.23076923076923078,0
191027260620,191528760613,0.3333333333333333,1
191027270620,191528770613,0.21052631578947367,1
191027270620,191528780613,0.15,0
191027280621,191528790614,0.4,1
191027300621,191528810614,0.16666666666666666,1
191027310621,191528800614,0.23529411764705882,1
191027310621,191528830614,0.16666666666666666,0
191027310621,191509120184,0.16666666666666666,0
191027320621,191528830614,0.23529411764705882,1
191027320621,191528800614,0.16666666666666666,0
191027330621,191528840614,0.3333333333333333,1
191027390623,191526920576,0.5714285714285714,1
191027400623,191526950576,0.25,0
191027400623,191526930576,0.25,1
191027410623,191526950576,0.25,0
191027410623,191526940576,0.25,1
191027420623,191526950576,0.36363636363636365,1
191027420623,191526940576,0.15384615384615385,0
191027420623,191526930576,0.15384615384615385,0
191027440625,191534980746,0.36363636363636365,1
191027450625,191534990746,0.2857142857142857,1
191027450625,191529440627,0.2,0
191027530628,191521670453,0.3,1
191027530628,191521680453,0.18181818181818182,0
191027540628,191521680453,0.3,1
191027540628,191521670453,0.18181818181818182,0
191027580629,191528910615,0.3,1
191027810638,191510520218,0.3076923076923077,1
191027820638,191510530218,0.3076923076923077,1
191027820638,191510520218,0.21428571428571427,0
191027840639,191529100620,0.25,1
191027880641,191529130621,0.21428571428571427,1
191027930642,191529170622,0.5714285714285714,1
191028090645,191529350625,0.3,1
191028100645,191529360625,0.3,1
191028360651,191529730632,0.2727272727272727,1
191028370652,191529760633,0.5,1
191028370652,191531120662,0.3333333333333333,0
191028380652,191529260623,0.5,1
191028390652,191529770633,0.23529411764705882,1
191028420652,191529800633,0.16666666666666666,1
191028440653,191531120662,0.3333333333333333,1
191028450653,191531130662,0.2727272727272727,1
191028460653,191531140662,0.2,1
191028470653,191531150662,0.2,1
191028480653,191531160662,0.2,1
191028490653,191531170662,0.2,1
191028500653,191531180662,0.2,1
191028510654,191542100911,0.21428571428571427,1
191028530654,191542130911,0.2,0
191028530654,191542120911,0.2,1
191028550655,191534790741,0.2,1
191028570656,191529850635,0.3333333333333333,1
191028580656,191529860635,0.3333333333333333,1
191028860661,191530090639,0.25,0
191029020665,191527740592,0.36363636363636365,1
191029030665,191530090639,0.36363636363636365,1
191029050666,191530380645,0.36363636363636365,1
191029050666,191530390645,0.25,0
191029060666,191530390645,0.36363636363636365,1
191029060666,191530380645,0.25,0
191029270671,191530530649,0.26666666666666666,1
191029360673,191530700652,0.21428571428571427,1
191029460675,191530740653,0.42857142857142855,1
191029470675,191530750653,0.3333333333333333,1
191029520676,191527310583,0.36363636363636365,1
191029520676,191539270850,0.25,0
191029520676,191530790654,0.25,0
191029640680,191530950658,0.6666666666666666,1
191029680681,191531000659,0.16,1
191029700682,191524970529,0.2857142857142857,1
191029820684,191525110531,0.5,1
191029850685,191525150532,0.6666666666666666,1
191029960688,191525250535,0.2727272727272727,1
191029970688,191525260535,0.2727272727272727,1
191029980688,191525270535,0.2727272727272727,1
191030110692,191508970181,0.4444444444444444,1
191030300696,191534090724,0.6666666666666666,1
191030360697,191531040660,0.125,1
191030450698,191531190663,0.6666666666666666,1
191030460698,191531200663,0.36363636363636365,1
191030470698,191531210663,0.21428571428571427,1
191030480698,191531220663,0.21428571428571427,1
191030490698,191531230663,0.21428571428571427,1
191030800708,191534660738,0.42857142857142855,1
191030820708,191534670738,0.5,1
191030820708,191534680738,0.3333333333333333,0
191030830708,191534680738,0.3333333333333333,1
191030830708,191534670738,0.3333333333333333,0
191030920711,191509980204,0.26666666666666666,1
191030930711,191509990204,0.5714285714285714,1
191030960712,191531590671,0.42857142857142855,1
191031140718,191535570760,0.6666666666666666,1
191031210720,191503030064,0.36363636363636365,1
191031250721,191519620406,0.3333333333333333,0
191031290722,191535710764,0.42857142857142855,1
191031380723,191535790765,0.5,1
191031400723,191535820765,0.2,1
191031400723,191535840765,0.14285714285714285,0
191031400723,191535830765,0.14285714285714285,0
191031410723,191535830765,0.2,1
191031420724,191535880767,0.4,1
191031430724,191535890767,0.23529411764705882,1
191031490726,191536030770,0.2,1
191031510727,191535950769,0.1875,1
191031560727,191536000769,0.15,1
191031600729,191507110140,0.25,1
191031740732,191536250775,0.3333333333333333,1
191031770732,191536260775,0.42857142857142855,1
191031880734,191536370778,0.6666666666666666,1
191031910735,191536400779,0.6666666666666666,1
191031950736,191536410780,0.15,1
191032090739,191536550783,0.21428571428571427,1
191032120739,191536570783,0.2222222222222222,1
191032460748,191537190804,0.16,1
191032510749,191537320806,0.5,1
191032540750,191537350807,0.12,1
191032540750,191507350144,0.12,0
191032670752,191537430809,0.5,1
191032680752,191537460809,0.3,0
191032680752,191537450809,0.3,0
191032680752,191537440809,0.3,1
191032690752,191537450809,0.4444444444444444,1
191032690752,191537460809,0.3,0
191032730754,191537510811,0.26666666666666666,1
191032760755,191539660859,0.26666666666666666,1
191032760755,191511890250,0.1875,0
191032790756,191537640813,0.26666666666666666,1
191032800756,191515740334,0.26666666666666666,1
191032870757,191500040002,0.42857142857142855,1
191032940759,191537710815,0.6666666666666666,1
191033000760,191523640498,0.17647058823529413,1
191033010760,191537760816,0.5,1
191033010760,191537770816,0.3333333333333333,0
191033020760,191537770816,0.5,1
191033020760,191537760816,0.3333333333333333,0
191033030761,191508560173,0.17647058823529413,0
191033050761,191537790817,0.4,1
191033120763,191537880819,0.23076923076923078,1
191033280766,191538020822,0.5,1
191033300766,191538030822,0.2727272727272727,1
191033320766,191538050822,0.2727272727272727,1
191033330767,191538060823,0.3,1
191033340767,191538070823,0.25,1
191033410769,191538150825,0.3333333333333333,1
191033410769,191512690271,0.3333333333333333,0
191033420769,191538160825,0.6666666666666666,1
191033430769,191538170825,0.36363636363636365,1
191033430769,191538190825,0.25,0
191033430769,191538180825,0.25,0
191033440769,191538180825,0.36363636363636365,1
191033440769,191538190825,0.25,0
191033450769,191538190825,0.25,1
191033480770,191538220826,0.26666666666666666,1
191033880779,191520790431,0.13636363636363635,1
191033900779,191520840431,0.13636363636363635,0
191033910779,191520840431,0.13636363636363635,0
191033920779,191520840431,0.13636363636363635,0
191033920779,191520830431,0.13636363636363635,1
191034200785,191539230849,0.2,1
191034270786,191534940745,0.5714285714285714,1
191034280786,191534960745,0.26666666666666666,1
191034280786,191534970745,0.1875,0
191034390789,191533610714,0.5,1
191034440790,191539460854,0.1875,1
191034440790,191519930412,0.1875,0
191034590794,191539560857,0.36363636363636365,1
191034620795,191518680385,0.12,1
191034630795,191540420875,0.16666666666666666,1
191034810798,191501060024,0.26666666666666666,1
191035130805,191526110556,0.23076923076923078,1
191035270807,191540220871,0.42857142857142855,1
191035290808,191540240872,0.42857142857142855,1
191035380811,191539430853,0.4,1
191035380811,191539440853,0.2727272727272727,0
191035390811,191539440853,0.2727272727272727,1
191035390811,191539430853,0.2727272727272727,0
191035460813,191540390875,0.42857142857142855,1
191035570814,191540480876,0.26666666666666666,1
191035630815,191540570878,0.5,1
191035630815,191540580878,0.3333333333333333,0
191035690816,191541780903,0.23076923076923078,1
191035820819,191540720882,0.2,1
191035830819,191540730882,0.3,1
191035840819,191512300262,0.2727272727272727,1
191035850819,191540750882,0.4,1
191035860819,191540740882,0.2727272727272727,1
191035900820,191540760883,0.3333333333333333,1
191035940821,191526600568,0.4444444444444444,1
191035990823,191540820885,0.42857142857142855,1
191036030824,191540860886,0.2727272727272727,1
191036070825,191540900887,0.2,1
191036100826,191529170622,0.375,0
191036120827,191540950889,0.3076923076923077,1
191036210828,191541040890,0.42857142857142855,1
191036360830,191527150580,0.23076923076923078,1
191036370830,191527160580,0.375,1
191036380830,191527170580,0.375,1
191036390831,191541240893,0.6666666666666666,1
191036420831,191541270893,0.25,1
191036430831,191541260893,0.36363636363636365,1
191036430831,191541270893,0.25,0
191036440832,191541280893,0.1875,1
191036450832,191541290893,0.25,1
191036460832,191541300893,0.42857142857142855,1
191036490833,191508340168,0.36363636363636365,1
