Person1,Person2,similarity,r.class
191000020001,191532120682,0.38461538461538464,1
191000020001,191511510241,0.2857142857142857,0
191000030001,191532130682,0.1875,1
191000040001,191532140682,0.1875,1
191000180005,191532250685,0.23809523809523808,1
191000410010,191532420689,0.14814814814814814,1
191000430011,191507100139,0.35714285714285715,1
191000440012,191542030909,0.26666666666666666,1
191000520014,191532570693,0.25,1
191000530014,191532580693,0.375,1
191000540015,191532590694,0.26666666666666666,1
191000570016,191532620695,0.24242424242424243,1
191000580016,191532630695,0.25,1
191000640018,191532740697,0.2777777777777778,1
191000680019,191532820698,0.2727272727272727,1
191000690019,191532790698,0.42857142857142855,1
191000960025,191533050703,0.2631578947368421,1
191000980025,191533070703,0.5,1
191001140029,191533270707,0.35714285714285715,1
191001280031,191533360708,0.4166666666666667,1
191001350032,191500010001,0.29411764705882354,1
191001410033,191501110025,0.3333333333333333,1
191001660039,191500110004,0.15384615384615385,1
191001680040,191500390010,0.2692307692307692,1
191001700040,191500430010,0.10344827586206896,0
191001700040,191500420010,0.10344827586206896,0
191001710040,191500410010,0.14285714285714285,1
191001720040,191500420010,0.14285714285714285,1
191001780042,191500490012,0.2631578947368421,1
191001800042,191500510012,0.2692307692307692,1
191001830043,191500540013,0.22727272727272727,1
191001840043,191500550013,0.3333333333333333,1
191001850043,191500560013,0.2,1
191001860043,191500570013,0.2,1
191002020048,191534880743,0.2631578947368421,1
191002040048,191505890117,0.13636363636363635,1
191002060048,191534890743,0.25,1
191002190051,191507990160,0.2727272727272727,1
191002220052,191508060161,0.3333333333333333,1
191002290054,191508130164,0.3684210526315789,1
191002300054,191507890158,0.15789473684210525,1
191002320054,191527340584,0.16666666666666666,1
191002350055,191523500495,0.45454545454545453,1
191002400056,191508240166,0.375,1
191002400056,191508250166,0.29411764705882354,0
191002410056,191508250166,0.375,1
191002410056,191508240166,0.29411764705882354,0
191002420056,191508260166,0.25,1
191002500058,191508390169,0.25,1
191002510059,191508410170,0.3125,1
191002610060,191508510172,0.23333333333333334,1
191002820064,191530230642,0.16666666666666666,1
191002830064,191530250642,0.21428571428571427,1
191002830064,191530240642,0.13333333333333333,0
191002830064,191530280642,0.13333333333333333,0
191002840064,191530260642,0.21428571428571427,1
191002950068,191508850179,0.21739130434782608,1
191003050069,191511360236,0.15384615384615385,1
191003350078,191509370192,0.2,1
191003440080,191518570382,0.5,1
191003450080,191518580382,0.5454545454545454,1
191003660086,191537980821,0.2,0
191003690086,191509710198,0.2222222222222222,1
191003700086,191509720198,0.15789473684210525,1
191003850089,191528980617,0.36363636363636365,1
191003900090,191503030064,0.3333333333333333,0
191003950091,191514220305,0.36363636363636365,0
191003970092,191505000095,0.29411764705882354,1
191003980092,191505010095,0.42857142857142855,1
191003990092,191505010095,0.3333333333333333,0
191004000093,191510040206,0.2857142857142857,1
191004040094,191510070207,0.5555555555555556,1
191004160096,191510160209,0.4,1
191004170096,191510160209,0.3333333333333333,0
