src,relation,Target,is_b,id(is_b)
190602690062,VIU,SFLL190662,IS_BUILDING,128314
190602730063,VIU,SFLL190663,IS_BUILDING,128314
190602720063,VIU,SFLL190663,IS_BUILDING,128314
190602750064,VIU,SFLL190664,IS_BUILDING,129417
190602740064,VIU,SFLL190664,IS_BUILDING,129417
190602770065,VIU,SFLL190665,IS_BUILDING,129418
190602760065,VIU,SFLL190665,IS_BUILDING,129418
190602780066,VIU,SFLL190666,IS_BUILDING,129419
190602830067,VIU,SFLL190667,IS_BUILDING,129419
190602820067,VIU,SFLL190667,IS_BUILDING,129419
190602810067,VIU,SFLL190667,IS_BUILDING,129419
190602800067,VIU,SFLL190667,IS_BUILDING,129419
190602790067,VIU,SFLL190667,IS_BUILDING,129419
190602870068,VIU,SFLL190668,IS_BUILDING,129420
190602860068,VIU,SFLL190668,IS_BUILDING,129420
190602850068,VIU,SFLL190668,IS_BUILDING,129420
190602840068,VIU,SFLL190668,IS_BUILDING,129420
190602910069,VIU,SFLL190669,IS_BUILDING,129421
190602900069,VIU,SFLL190669,IS_BUILDING,129421
190602890069,VIU,SFLL190669,IS_BUILDING,129421
190602880069,VIU,SFLL190669,IS_BUILDING,129421
190602990070,VIU,SFLL190670,IS_BUILDING,128316
190602980070,VIU,SFLL190670,IS_BUILDING,128316
190602970070,VIU,SFLL190670,IS_BUILDING,128316
190602960070,VIU,SFLL190670,IS_BUILDING,128316
190602950070,VIU,SFLL190670,IS_BUILDING,128316
190602940070,VIU,SFLL190670,IS_BUILDING,128316
190602930070,VIU,SFLL190670,IS_BUILDING,128316
190602920070,VIU,SFLL190670,IS_BUILDING,128316
190603030071,VIU,SFLL190671,IS_BUILDING,128318
190603020071,VIU,SFLL190671,IS_BUILDING,128318
190603010071,VIU,SFLL190671,IS_BUILDING,128318
190603000071,VIU,SFLL190671,IS_BUILDING,128318
190603070072,VIU,SFLL190672,IS_BUILDING,128596
190603060072,VIU,SFLL190672,IS_BUILDING,128596
190603050072,VIU,SFLL190672,IS_BUILDING,128596
190603040072,VIU,SFLL190672,IS_BUILDING,128596
190603090073,VIU,SFLL190673,IS_BUILDING,128596
190603080073,VIU,SFLL190673,IS_BUILDING,128596
190603120074,VIU,SFLL190674,IS_BUILDING,128596
190603110074,VIU,SFLL190674,IS_BUILDING,128596
190603100074,VIU,SFLL190674,IS_BUILDING,128596
190603190075,VIU,SFLL190675,IS_BUILDING,128598
190603180075,VIU,SFLL190675,IS_BUILDING,128598
190603170075,VIU,SFLL190675,IS_BUILDING,128598
190603160075,VIU,SFLL190675,IS_BUILDING,128598
190603150075,VIU,SFLL190675,IS_BUILDING,128598
190603140075,VIU,SFLL190675,IS_BUILDING,128598
190603130075,VIU,SFLL190675,IS_BUILDING,128598
190603240076,VIU,SFLL190676,IS_BUILDING,128319
190603230076,VIU,SFLL190676,IS_BUILDING,128319
190603220076,VIU,SFLL190676,IS_BUILDING,128319
190603210076,VIU,SFLL190676,IS_BUILDING,128319
190603200076,VIU,SFLL190676,IS_BUILDING,128319
190603280077,VIU,SFLL190677,IS_BUILDING,128321
190603270077,VIU,SFLL190677,IS_BUILDING,128321
190603260077,VIU,SFLL190677,IS_BUILDING,128321
190603250077,VIU,SFLL190677,IS_BUILDING,128321
190603300078,VIU,SFLL190678,IS_BUILDING,129422
190603290078,VIU,SFLL190678,IS_BUILDING,129422
190603370079,VIU,SFLL190679,IS_BUILDING,128323
190603360079,VIU,SFLL190679,IS_BUILDING,128323
190603350079,VIU,SFLL190679,IS_BUILDING,128323
190603340079,VIU,SFLL190679,IS_BUILDING,128323
190603330079,VIU,SFLL190679,IS_BUILDING,128323
190603320079,VIU,SFLL190679,IS_BUILDING,128323
190603310079,VIU,SFLL190679,IS_BUILDING,128323
190603410080,VIU,SFLL190680,IS_BUILDING,128605
190603400080,VIU,SFLL190680,IS_BUILDING,128605
190603390080,VIU,SFLL190680,IS_BUILDING,128605
190603380080,VIU,SFLL190680,IS_BUILDING,128605
190603490081,VIU,SFLL190681,IS_BUILDING,128607
190603480081,VIU,SFLL190681,IS_BUILDING,128607
190603470081,VIU,SFLL190681,IS_BUILDING,128607
190603460081,VIU,SFLL190681,IS_BUILDING,128607
190603450081,VIU,SFLL190681,IS_BUILDING,128607
190603440081,VIU,SFLL190681,IS_BUILDING,128607
190603430081,VIU,SFLL190681,IS_BUILDING,128607
190603420081,VIU,SFLL190681,IS_BUILDING,128607
190603540082,VIU,SFLL190682,IS_BUILDING,128610
190603530082,VIU,SFLL190682,IS_BUILDING,128610
190603520082,VIU,SFLL190682,IS_BUILDING,128610
190603510082,VIU,SFLL190682,IS_BUILDING,128610
190603500082,VIU,SFLL190682,IS_BUILDING,128610
190603590083,VIU,SFLL190683,IS_BUILDING,129423
190603580083,VIU,SFLL190683,IS_BUILDING,129423
190603570083,VIU,SFLL190683,IS_BUILDING,129423
190603560083,VIU,SFLL190683,IS_BUILDING,129423
190603550083,VIU,SFLL190683,IS_BUILDING,129423
190603630084,VIU,SFLL190684,IS_BUILDING,129424
190603620084,VIU,SFLL190684,IS_BUILDING,129424
190603610084,VIU,SFLL190684,IS_BUILDING,129424
190603600084,VIU,SFLL190684,IS_BUILDING,129424
190603660085,VIU,SFLL190685,IS_BUILDING,128996
190603650085,VIU,SFLL190685,IS_BUILDING,128996
190603640085,VIU,SFLL190685,IS_BUILDING,128996
190603690086,VIU,SFLL190686,IS_BUILDING,129425
190603680086,VIU,SFLL190686,IS_BUILDING,129425
190603670086,VIU,SFLL190686,IS_BUILDING,129425
190603720087,VIU,SFLL190687,IS_BUILDING,129425
190603710087,VIU,SFLL190687,IS_BUILDING,129425
190603700087,VIU,SFLL190687,IS_BUILDING,129425
190603750088,VIU,SFLL190688,IS_BUILDING,129426
190603740088,VIU,SFLL190688,IS_BUILDING,129426
190603730088,VIU,SFLL190688,IS_BUILDING,129426
190603810089,VIU,SFLL190689,IS_BUILDING,128998
190603800089,VIU,SFLL190689,IS_BUILDING,128998
190603790089,VIU,SFLL190689,IS_BUILDING,128998
190603780089,VIU,SFLL190689,IS_BUILDING,128998
190603770089,VIU,SFLL190689,IS_BUILDING,128998
190603760089,VIU,SFLL190689,IS_BUILDING,128998
190603850090,VIU,SFLL190690,IS_BUILDING,129427
190603840090,VIU,SFLL190690,IS_BUILDING,129427
190603830090,VIU,SFLL190690,IS_BUILDING,129427
190603820090,VIU,SFLL190690,IS_BUILDING,129427
190603920091,VIU,SFLL190691,IS_BUILDING,129428
190603910091,VIU,SFLL190691,IS_BUILDING,129428
190603900091,VIU,SFLL190691,IS_BUILDING,129428
190603890091,VIU,SFLL190691,IS_BUILDING,129428
190603880091,VIU,SFLL190691,IS_BUILDING,129428
190603870091,VIU,SFLL190691,IS_BUILDING,129428
190603860091,VIU,SFLL190691,IS_BUILDING,129428
190603980092,VIU,SFLL190692,IS_BUILDING,128620
190603970092,VIU,SFLL190692,IS_BUILDING,128620
190603960092,VIU,SFLL190692,IS_BUILDING,128620
190603950092,VIU,SFLL190692,IS_BUILDING,128620
190603940092,VIU,SFLL190692,IS_BUILDING,128620
190603930092,VIU,SFLL190692,IS_BUILDING,128620
190604010093,VIU,SFLL190693,IS_BUILDING,129000
190604000093,VIU,SFLL190693,IS_BUILDING,129000
190603990093,VIU,SFLL190693,IS_BUILDING,129000
190604090094,VIU,SFLL190694,IS_BUILDING,129002
190604080094,VIU,SFLL190694,IS_BUILDING,129002
190604070094,VIU,SFLL190694,IS_BUILDING,129002
190604060094,VIU,SFLL190694,IS_BUILDING,129002
190604050094,VIU,SFLL190694,IS_BUILDING,129002
190604040094,VIU,SFLL190694,IS_BUILDING,129002
190604030094,VIU,SFLL190694,IS_BUILDING,129002
190604020094,VIU,SFLL190694,IS_BUILDING,129002
190604110095,VIU,SFLL190695,IS_BUILDING,129006
190604100095,VIU,SFLL190695,IS_BUILDING,129006
190604130096,VIU,SFLL190696,IS_BUILDING,129008
190604120096,VIU,SFLL190696,IS_BUILDING,129008
190604170097,VIU,SFLL190697,IS_BUILDING,129008
190604160097,VIU,SFLL190697,IS_BUILDING,129008
190604150097,VIU,SFLL190697,IS_BUILDING,129008
190604140097,VIU,SFLL190697,IS_BUILDING,129008
190604180098,VIU,SFLL190698,IS_BUILDING,129010
190604230099,VIU,SFLL190699,IS_BUILDING,129013
190604220099,VIU,SFLL190699,IS_BUILDING,129013
190604210099,VIU,SFLL190699,IS_BUILDING,129013
190604200099,VIU,SFLL190699,IS_BUILDING,129013
190604190099,VIU,SFLL190699,IS_BUILDING,129013
190604240100,VIU,SFLL1906100,IS_BUILDING,129013
190604280101,VIU,SFLL1906101,IS_BUILDING,129257
190604270101,VIU,SFLL1906101,IS_BUILDING,129257
190604260101,VIU,SFLL1906101,IS_BUILDING,129257
190604250101,VIU,SFLL1906101,IS_BUILDING,129257
190604310102,VIU,SFLL1906102,IS_BUILDING,129021
190604300102,VIU,SFLL1906102,IS_BUILDING,129021
190604290102,VIU,SFLL1906102,IS_BUILDING,129021
190604330103,VIU,SFLL1906103,IS_BUILDING,129022
190604320103,VIU,SFLL1906103,IS_BUILDING,129022
190604350104,VIU,SFLL1906104,IS_BUILDING,129429
190604340104,VIU,SFLL1906104,IS_BUILDING,129429
190604380105,VIU,SFLL1906105,IS_BUILDING,129024
190604370105,VIU,SFLL1906105,IS_BUILDING,129024
190604360105,VIU,SFLL1906105,IS_BUILDING,129024
190604420106,VIU,SFLL1906106,IS_BUILDING,129259
190604410106,VIU,SFLL1906106,IS_BUILDING,129259
190604400106,VIU,SFLL1906106,IS_BUILDING,129259
190604390106,VIU,SFLL1906106,IS_BUILDING,129259
190604470107,VIU,SFLL1906107,IS_BUILDING,129259
190604460107,VIU,SFLL1906107,IS_BUILDING,129259
190604450107,VIU,SFLL1906107,IS_BUILDING,129259
190604440107,VIU,SFLL1906107,IS_BUILDING,129259
190604430107,VIU,SFLL1906107,IS_BUILDING,129259
190604510108,VIU,SFLL1906108,IS_BUILDING,128641
190604500108,VIU,SFLL1906108,IS_BUILDING,128641
190604490108,VIU,SFLL1906108,IS_BUILDING,128641
190604480108,VIU,SFLL1906108,IS_BUILDING,128641
190604600109,VIU,SFLL1906109,IS_BUILDING,128643
190604590109,VIU,SFLL1906109,IS_BUILDING,128643
190604580109,VIU,SFLL1906109,IS_BUILDING,128643
190604570109,VIU,SFLL1906109,IS_BUILDING,128643
190604560109,VIU,SFLL1906109,IS_BUILDING,128643
190604550109,VIU,SFLL1906109,IS_BUILDING,128643
190604540109,VIU,SFLL1906109,IS_BUILDING,128643
190604530109,VIU,SFLL1906109,IS_BUILDING,128643
190604520109,VIU,SFLL1906109,IS_BUILDING,128643
190604660110,VIU,SFLL1906110,IS_BUILDING,128645
190604650110,VIU,SFLL1906110,IS_BUILDING,128645
190604640110,VIU,SFLL1906110,IS_BUILDING,128645
190604630110,VIU,SFLL1906110,IS_BUILDING,128645
190604620110,VIU,SFLL1906110,IS_BUILDING,128645
190604610110,VIU,SFLL1906110,IS_BUILDING,128645
190604680111,VIU,SFLL1906111,IS_BUILDING,128647
190604670111,VIU,SFLL1906111,IS_BUILDING,128647
190604720112,VIU,SFLL1906112,IS_BUILDING,129029
190604710112,VIU,SFLL1906112,IS_BUILDING,129029
190604700112,VIU,SFLL1906112,IS_BUILDING,129029
190604690112,VIU,SFLL1906112,IS_BUILDING,129029
190604760113,VIU,SFLL1906113,IS_BUILDING,129030
190604750113,VIU,SFLL1906113,IS_BUILDING,129030
190604740113,VIU,SFLL1906113,IS_BUILDING,129030
190604730113,VIU,SFLL1906113,IS_BUILDING,129030
190604840114,VIU,SFLL1906114,IS_BUILDING,129032
190604830114,VIU,SFLL1906114,IS_BUILDING,129032
190604820114,VIU,SFLL1906114,IS_BUILDING,129032
190604810114,VIU,SFLL1906114,IS_BUILDING,129032
190604800114,VIU,SFLL1906114,IS_BUILDING,129032
190604790114,VIU,SFLL1906114,IS_BUILDING,129032
190604780114,VIU,SFLL1906114,IS_BUILDING,129032
190604770114,VIU,SFLL1906114,IS_BUILDING,129032
190604860115,VIU,SFLL1906115,IS_BUILDING,129430
190604850115,VIU,SFLL1906115,IS_BUILDING,129430
190604890116,VIU,SFLL1906116,IS_BUILDING,129431
190604880116,VIU,SFLL1906116,IS_BUILDING,129431
190604870116,VIU,SFLL1906116,IS_BUILDING,129431
190604950117,VIU,SFLL1906117,IS_BUILDING,129432
190604940117,VIU,SFLL1906117,IS_BUILDING,129432
190604930117,VIU,SFLL1906117,IS_BUILDING,129432
190604920117,VIU,SFLL1906117,IS_BUILDING,129432
190604910117,VIU,SFLL1906117,IS_BUILDING,129432
190604900117,VIU,SFLL1906117,IS_BUILDING,129432
190604970118,VIU,SFLL1906118,IS_BUILDING,129036
190604960118,VIU,SFLL1906118,IS_BUILDING,129036
190605010119,VIU,SFLL1906119,IS_BUILDING,129037
190605000119,VIU,SFLL1906119,IS_BUILDING,129037
190604990119,VIU,SFLL1906119,IS_BUILDING,129037
190604980119,VIU,SFLL1906119,IS_BUILDING,129037
190605070120,VIU,SFLL1906120,IS_BUILDING,128660
190605060120,VIU,SFLL1906120,IS_BUILDING,128660
190605050120,VIU,SFLL1906120,IS_BUILDING,128660
190605040120,VIU,SFLL1906120,IS_BUILDING,128660
190605030120,VIU,SFLL1906120,IS_BUILDING,128660
190605020120,VIU,SFLL1906120,IS_BUILDING,128660
190605140121,VIU,SFLL1906121,IS_BUILDING,128662
190605130121,VIU,SFLL1906121,IS_BUILDING,128662
190605120121,VIU,SFLL1906121,IS_BUILDING,128662
190605110121,VIU,SFLL1906121,IS_BUILDING,128662
190605100121,VIU,SFLL1906121,IS_BUILDING,128662
190605090121,VIU,SFLL1906121,IS_BUILDING,128662
190605080121,VIU,SFLL1906121,IS_BUILDING,128662
190605220122,VIU,SFLL1906122,IS_BUILDING,128663
190605210122,VIU,SFLL1906122,IS_BUILDING,128663
190605200122,VIU,SFLL1906122,IS_BUILDING,128663
190605190122,VIU,SFLL1906122,IS_BUILDING,128663
190605180122,VIU,SFLL1906122,IS_BUILDING,128663
190605170122,VIU,SFLL1906122,IS_BUILDING,128663
190605160122,VIU,SFLL1906122,IS_BUILDING,128663
190605150122,VIU,SFLL1906122,IS_BUILDING,128663
190605240123,VIU,SFLL1906123,IS_BUILDING,128663
190605230123,VIU,SFLL1906123,IS_BUILDING,128663
190605270124,VIU,SFLL1906124,IS_BUILDING,129433
190605260124,VIU,SFLL1906124,IS_BUILDING,129433
190605250124,VIU,SFLL1906124,IS_BUILDING,129433
190605300125,VIU,SFLL1906125,IS_BUILDING,129434
190605290125,VIU,SFLL1906125,IS_BUILDING,129434
190605280125,VIU,SFLL1906125,IS_BUILDING,129434
190605330126,VIU,SFLL1906126,IS_BUILDING,129435
190605320126,VIU,SFLL1906126,IS_BUILDING,129435
190605310126,VIU,SFLL1906126,IS_BUILDING,129435
190605360127,VIU,SFLL1906127,IS_BUILDING,129436
190605350127,VIU,SFLL1906127,IS_BUILDING,129436
190605340127,VIU,SFLL1906127,IS_BUILDING,129436
193606100128,VIU,SFLL1906128,IS_BUILDING,129040
190605400128,VIU,SFLL1906128,IS_BUILDING,129040
190605390128,VIU,SFLL1906128,IS_BUILDING,129040
190605380128,VIU,SFLL1906128,IS_BUILDING,129040
190605370128,VIU,SFLL1906128,IS_BUILDING,129040
190605460129,VIU,SFLL1906129,IS_BUILDING,129041
190605450129,VIU,SFLL1906129,IS_BUILDING,129041
190605440129,VIU,SFLL1906129,IS_BUILDING,129041
190605430129,VIU,SFLL1906129,IS_BUILDING,129041
190605420129,VIU,SFLL1906129,IS_BUILDING,129041
190605410129,VIU,SFLL1906129,IS_BUILDING,129041
190605510130,VIU,SFLL1906130,IS_BUILDING,128672
190605500130,VIU,SFLL1906130,IS_BUILDING,128672
190605490130,VIU,SFLL1906130,IS_BUILDING,128672
190605480130,VIU,SFLL1906130,IS_BUILDING,128672
190605470130,VIU,SFLL1906130,IS_BUILDING,128672
190605550131,VIU,SFLL1906131,IS_BUILDING,128674
190605540131,VIU,SFLL1906131,IS_BUILDING,128674
190605530131,VIU,SFLL1906131,IS_BUILDING,128674
190605520131,VIU,SFLL1906131,IS_BUILDING,128674
190605590132,VIU,SFLL1906132,IS_BUILDING,129043
190605580132,VIU,SFLL1906132,IS_BUILDING,129043
190605570132,VIU,SFLL1906132,IS_BUILDING,129043
190605560132,VIU,SFLL1906132,IS_BUILDING,129043
190605610133,VIU,SFLL1906133,IS_BUILDING,129437
190605600133,VIU,SFLL1906133,IS_BUILDING,129437
190605640134,VIU,SFLL1906134,IS_BUILDING,129438
190605630134,VIU,SFLL1906134,IS_BUILDING,129438
190605620134,VIU,SFLL1906134,IS_BUILDING,129438
190605680135,VIU,SFLL1906135,IS_BUILDING,129439
190605670135,VIU,SFLL1906135,IS_BUILDING,129439
190605660135,VIU,SFLL1906135,IS_BUILDING,129439
190605650135,VIU,SFLL1906135,IS_BUILDING,129439
190605690136,VIU,SFLL1906136,IS_BUILDING,129440
190605760137,VIU,SFLL1906137,IS_BUILDING,128677
190605750137,VIU,SFLL1906137,IS_BUILDING,128677
190605740137,VIU,SFLL1906137,IS_BUILDING,128677
190605730137,VIU,SFLL1906137,IS_BUILDING,128677
190605720137,VIU,SFLL1906137,IS_BUILDING,128677
190605710137,VIU,SFLL1906137,IS_BUILDING,128677
190605700137,VIU,SFLL1906137,IS_BUILDING,128677
190605780138,VIU,SFLL1906138,IS_BUILDING,128678
190605770138,VIU,SFLL1906138,IS_BUILDING,128678
190605800139,VIU,SFLL1906139,IS_BUILDING,129441
190605790139,VIU,SFLL1906139,IS_BUILDING,129441
190605820140,VIU,SFLL1906140,IS_BUILDING,129442
190605810140,VIU,SFLL1906140,IS_BUILDING,129442
190605860141,VIU,SFLL1906141,IS_BUILDING,129443
190605850141,VIU,SFLL1906141,IS_BUILDING,129443
190605840141,VIU,SFLL1906141,IS_BUILDING,129443
190605830141,VIU,SFLL1906141,IS_BUILDING,129443
190605880142,VIU,SFLL1906142,IS_BUILDING,129441
190605870142,VIU,SFLL1906142,IS_BUILDING,129441
190605930143,VIU,SFLL1906143,IS_BUILDING,128681
190605920143,VIU,SFLL1906143,IS_BUILDING,128681
190605910143,VIU,SFLL1906143,IS_BUILDING,128681
190605900143,VIU,SFLL1906143,IS_BUILDING,128681
190605890143,VIU,SFLL1906143,IS_BUILDING,128681
190605980144,VIU,SFLL1906144,IS_BUILDING,129444
190605970144,VIU,SFLL1906144,IS_BUILDING,129444
190605960144,VIU,SFLL1906144,IS_BUILDING,129444
190605950144,VIU,SFLL1906144,IS_BUILDING,129444
190605940144,VIU,SFLL1906144,IS_BUILDING,129444
190606030145,VIU,SFLL1906145,IS_BUILDING,129445
190606020145,VIU,SFLL1906145,IS_BUILDING,129445
190606010145,VIU,SFLL1906145,IS_BUILDING,129445
190606000145,VIU,SFLL1906145,IS_BUILDING,129445
190605990145,VIU,SFLL1906145,IS_BUILDING,129445
190606100146,VIU,SFLL1906146,IS_BUILDING,128682
190606090146,VIU,SFLL1906146,IS_BUILDING,128682
190606080146,VIU,SFLL1906146,IS_BUILDING,128682
190606070146,VIU,SFLL1906146,IS_BUILDING,128682
190606060146,VIU,SFLL1906146,IS_BUILDING,128682
190606050146,VIU,SFLL1906146,IS_BUILDING,128682
190606040146,VIU,SFLL1906146,IS_BUILDING,128682
190606160147,VIU,SFLL1906147,IS_BUILDING,128685
190606150147,VIU,SFLL1906147,IS_BUILDING,128685
190606140147,VIU,SFLL1906147,IS_BUILDING,128685
190606130147,VIU,SFLL1906147,IS_BUILDING,128685
190606120147,VIU,SFLL1906147,IS_BUILDING,128685
190606110147,VIU,SFLL1906147,IS_BUILDING,128685
190606190148,VIU,SFLL1906148,IS_BUILDING,128688
190606180148,VIU,SFLL1906148,IS_BUILDING,128688
190606170148,VIU,SFLL1906148,IS_BUILDING,128688
190606200149,VIU,SFLL1906149,IS_BUILDING,129446
190606230150,VIU,SFLL1906150,IS_BUILDING,128578
190606220150,VIU,SFLL1906150,IS_BUILDING,128578
190606210150,VIU,SFLL1906150,IS_BUILDING,128578
190606250151,VIU,SFLL1906151,IS_BUILDING,128693
190606240151,VIU,SFLL1906151,IS_BUILDING,128693
190606300152,VIU,SFLL1906152,IS_BUILDING,128695
190606290152,VIU,SFLL1906152,IS_BUILDING,128695
190606280152,VIU,SFLL1906152,IS_BUILDING,128695
190606270152,VIU,SFLL1906152,IS_BUILDING,128695
190606260152,VIU,SFLL1906152,IS_BUILDING,128695
190606360153,VIU,SFLL1906153,IS_BUILDING,128697
190606350153,VIU,SFLL1906153,IS_BUILDING,128697
190606340153,VIU,SFLL1906153,IS_BUILDING,128697
190606330153,VIU,SFLL1906153,IS_BUILDING,128697
190606320153,VIU,SFLL1906153,IS_BUILDING,128697
190606310153,VIU,SFLL1906153,IS_BUILDING,128697
190606380154,VIU,SFLL1906154,IS_BUILDING,129447
190606370154,VIU,SFLL1906154,IS_BUILDING,129447
190606420155,VIU,SFLL1906155,IS_BUILDING,128700
190606410155,VIU,SFLL1906155,IS_BUILDING,128700
190606400155,VIU,SFLL1906155,IS_BUILDING,128700
190606390155,VIU,SFLL1906155,IS_BUILDING,128700
190606470156,VIU,SFLL1906156,IS_BUILDING,128701
190606460156,VIU,SFLL1906156,IS_BUILDING,128701
190606450156,VIU,SFLL1906156,IS_BUILDING,128701
190606440156,VIU,SFLL1906156,IS_BUILDING,128701
190606430156,VIU,SFLL1906156,IS_BUILDING,128701
190606530157,VIU,SFLL1906157,IS_BUILDING,129448
190606520157,VIU,SFLL1906157,IS_BUILDING,129448
190606510157,VIU,SFLL1906157,IS_BUILDING,129448
190606500157,VIU,SFLL1906157,IS_BUILDING,129448
190606490157,VIU,SFLL1906157,IS_BUILDING,129448
190606480157,VIU,SFLL1906157,IS_BUILDING,129448
190606550158,VIU,SFLL1906158,IS_BUILDING,128704
190606540158,VIU,SFLL1906158,IS_BUILDING,128704
190606640159,VIU,SFLL1906159,IS_BUILDING,128705
190606630159,VIU,SFLL1906159,IS_BUILDING,128705
190606620159,VIU,SFLL1906159,IS_BUILDING,128705
190606610159,VIU,SFLL1906159,IS_BUILDING,128705
190606600159,VIU,SFLL1906159,IS_BUILDING,128705
190606590159,VIU,SFLL1906159,IS_BUILDING,128705
190606580159,VIU,SFLL1906159,IS_BUILDING,128705
190606570159,VIU,SFLL1906159,IS_BUILDING,128705
190606560159,VIU,SFLL1906159,IS_BUILDING,128705
190606680160,VIU,SFLL1906160,IS_BUILDING,128715
190606670160,VIU,SFLL1906160,IS_BUILDING,128715
190606660160,VIU,SFLL1906160,IS_BUILDING,128715
190606650160,VIU,SFLL1906160,IS_BUILDING,128715
190606720161,VIU,SFLL1906161,IS_BUILDING,128717
190606710161,VIU,SFLL1906161,IS_BUILDING,128717
190606700161,VIU,SFLL1906161,IS_BUILDING,128717
190606690161,VIU,SFLL1906161,IS_BUILDING,128717
190606760162,VIU,SFLL1906162,IS_BUILDING,128719
190606750162,VIU,SFLL1906162,IS_BUILDING,128719
190606740162,VIU,SFLL1906162,IS_BUILDING,128719
190606730162,VIU,SFLL1906162,IS_BUILDING,128719
190606780163,VIU,SFLL1906163,IS_BUILDING,128721
190606770163,VIU,SFLL1906163,IS_BUILDING,128721
190606820164,VIU,SFLL1906164,IS_BUILDING,128723
190606810164,VIU,SFLL1906164,IS_BUILDING,128723
190606800164,VIU,SFLL1906164,IS_BUILDING,128723
190606790164,VIU,SFLL1906164,IS_BUILDING,128723
190606830165,VIU,SFLL1906165,IS_BUILDING,129449
190606910166,VIU,SFLL1906166,IS_BUILDING,128725
190606900166,VIU,SFLL1906166,IS_BUILDING,128725
190606890166,VIU,SFLL1906166,IS_BUILDING,128725
190606880166,VIU,SFLL1906166,IS_BUILDING,128725
190606870166,VIU,SFLL1906166,IS_BUILDING,128725
190606860166,VIU,SFLL1906166,IS_BUILDING,128725
190606850166,VIU,SFLL1906166,IS_BUILDING,128725
190606840166,VIU,SFLL1906166,IS_BUILDING,128725
190606950167,VIU,SFLL1906167,IS_BUILDING,129053
190606940167,VIU,SFLL1906167,IS_BUILDING,129053
190606930167,VIU,SFLL1906167,IS_BUILDING,129053
190606920167,VIU,SFLL1906167,IS_BUILDING,129053
190607000168,VIU,SFLL1906168,IS_BUILDING,128728
190606990168,VIU,SFLL1906168,IS_BUILDING,128728
190606980168,VIU,SFLL1906168,IS_BUILDING,128728
190606970168,VIU,SFLL1906168,IS_BUILDING,128728
190606960168,VIU,SFLL1906168,IS_BUILDING,128728
190607040169,VIU,SFLL1906169,IS_BUILDING,129450
190607030169,VIU,SFLL1906169,IS_BUILDING,129450
190607020169,VIU,SFLL1906169,IS_BUILDING,129450
190607010169,VIU,SFLL1906169,IS_BUILDING,129450
190607080170,VIU,SFLL1906170,IS_BUILDING,129451
190607070170,VIU,SFLL1906170,IS_BUILDING,129451
190607060170,VIU,SFLL1906170,IS_BUILDING,129451
190607050170,VIU,SFLL1906170,IS_BUILDING,129451
190607100171,VIU,SFLL1906171,IS_BUILDING,129451
190607090171,VIU,SFLL1906171,IS_BUILDING,129451
190607170172,VIU,SFLL1906172,IS_BUILDING,129056
190607160172,VIU,SFLL1906172,IS_BUILDING,129056
190607150172,VIU,SFLL1906172,IS_BUILDING,129056
190607140172,VIU,SFLL1906172,IS_BUILDING,129056
190607130172,VIU,SFLL1906172,IS_BUILDING,129056
190607120172,VIU,SFLL1906172,IS_BUILDING,129056
190607110172,VIU,SFLL1906172,IS_BUILDING,129056
190607230173,VIU,SFLL1906173,IS_BUILDING,129058
190607220173,VIU,SFLL1906173,IS_BUILDING,129058
190607210173,VIU,SFLL1906173,IS_BUILDING,129058
190607200173,VIU,SFLL1906173,IS_BUILDING,129058
190607190173,VIU,SFLL1906173,IS_BUILDING,129058
190607180173,VIU,SFLL1906173,IS_BUILDING,129058
190607310174,VIU,SFLL1906174,IS_BUILDING,129063
190607300174,VIU,SFLL1906174,IS_BUILDING,129063
190607290174,VIU,SFLL1906174,IS_BUILDING,129063
190607280174,VIU,SFLL1906174,IS_BUILDING,129063
190607270174,VIU,SFLL1906174,IS_BUILDING,129063
190607260174,VIU,SFLL1906174,IS_BUILDING,129063
190607250174,VIU,SFLL1906174,IS_BUILDING,129063
190607240174,VIU,SFLL1906174,IS_BUILDING,129063
190607350175,VIU,SFLL1906175,IS_BUILDING,129067
190607340175,VIU,SFLL1906175,IS_BUILDING,129067
190607330175,VIU,SFLL1906175,IS_BUILDING,129067
190607320175,VIU,SFLL1906175,IS_BUILDING,129067
190607400176,VIU,SFLL1906176,IS_BUILDING,129070
190607390176,VIU,SFLL1906176,IS_BUILDING,129070
190607380176,VIU,SFLL1906176,IS_BUILDING,129070
190607370176,VIU,SFLL1906176,IS_BUILDING,129070
190607360176,VIU,SFLL1906176,IS_BUILDING,129070
190607480177,VIU,SFLL1906177,IS_BUILDING,129452
190607470177,VIU,SFLL1906177,IS_BUILDING,129452
190607460177,VIU,SFLL1906177,IS_BUILDING,129452
190607450177,VIU,SFLL1906177,IS_BUILDING,129452
190607440177,VIU,SFLL1906177,IS_BUILDING,129452
190607430177,VIU,SFLL1906177,IS_BUILDING,129452
190607420177,VIU,SFLL1906177,IS_BUILDING,129452
190607410177,VIU,SFLL1906177,IS_BUILDING,129452
190607540178,VIU,SFLL1906178,IS_BUILDING,129453
190607530178,VIU,SFLL1906178,IS_BUILDING,129453
190607520178,VIU,SFLL1906178,IS_BUILDING,129453
190607510178,VIU,SFLL1906178,IS_BUILDING,129453
190607500178,VIU,SFLL1906178,IS_BUILDING,129453
190607490178,VIU,SFLL1906178,IS_BUILDING,129453
190607570179,VIU,SFLL1906179,IS_BUILDING,129072
190607560179,VIU,SFLL1906179,IS_BUILDING,129072
