nodes._id,"Coalesce(r.target_Position,Type(r))",target._id
188923460488,fill,188923470488
188923460488,jove,188923480488
188923460488,net,188923490488
188923460488,net,188923500488
188923510489,esposa,188923520489
188923510489,fill,188923530489
188923510489,altres,188923540489
188923550490,esposa,188923560490
188923550490,fill,188923570490
188923550490,jove,188923580490
188923550490,net,188923590490
188923600491,esposa,188923610491
188923600491,fill,188923620491
188923630492,esposa,188923640492
188923630492,fill,188923650492
188923630492,jove,188923660492
188923630492,neta,188923670492
188923680493,esposa,188923690493
188923680493,fill,188923700493
188923680493,fill,188923710493
188923680493,sogre,188923720493
188923730494,filla,188923740494
188923750495,esposa,188923760495
188923770496,esposa,188923780496
188923770496,fill,188923790496
188923770496,fill,188923800496
188923770496,fill,188923810496
188923820497,esposa,188923830497
188923820497,fill,188923840497
188923820497,fill,188923850497
188923860498,esposa,188923870498
188923860498,fill,188923880498
188923860498,fill,188923890498
188923860498,fill,188923900498
188923860498,fill,188923910498
188923920499,esposa,188923930499
188923920499,fill,188923940499
188923920499,fill,188923950499
188923920499,fill,188923960499
188923920499,fill,188923970499
188923920499,fill,188923980499
188923920499,fill,188923990499
188924000500,fill,188924010500
188924000500,net,188924020500
188924030501,esposa,188924040501
188924030501,fill,188924050501
188924030501,altres,188924060501
188924030501,altres,188924070501
188924080502,fill,188924090502
188924080502,fill,188924100502
188924080502,fill,188924110502
188924080502,germa,188924120502
188924130503,germana,188924140503
188924150504,cunyat,188924160504
188924150504,germana,188924170504
188924150504,nebot,188924180504
188924150504,jefe_2,188924190504
188924150504,esposa_2,188924200504
188924150504,fill_2,188924210504
188924150504,fill_2,188924220504
188924150504,jefe_3,188924230504
188924150504,esposa_3,188924240504
188924150504,fill_3,188924250504
188924150504,fill_3,188924260504
188924150504,jefe_4,188924270504
188924150504,esposa_4,188924280504
188924150504,fill_4,188924290504
188924150504,fill_4,188924300504
188924310505,esposa,188924320505
188924310505,fill,188924330505
188924310505,jove,188924340505
188924310505,net,188924350505
188924360506,esposa,188924370506
188924360506,fill,188924380506
188924360506,fill,188924390506
188924360506,fill,188924400506
188924360506,afillat,188924410506
188924360506,afillat,188924420506
188924430507,fill,188924440507
188924430507,fill,188924450507
188924430507,fill,188924460507
188924430507,jove,188924470507
188924480508,esposa,188924490508
188924480508,germa,188924500508
188924510509,esposa,188924520509
188924510509,fill,188924530509
188924510509,parents,188924540509
188924510509,parents,188924550509
188924510509,parents,188924560509
188924570510,esposa,188924580510
188924570510,fill,188924590510
188924600511,esposa,188924610511
188924600511,fill,188924620511
188924630512,esposa,188924640512
188924630512,fill,188924650512
188924630512,sogre,188924660512
188924630512,sogre,188924670512
188924630512,no consta,188924680512
188924690513,fill,188924700513
188924690513,fill,188924710513
188924690513,parents,188924720513
188924730514,esposa,188924740514
188924730514,cunyada,188924750514
188924760515,esposa,188924770515
188924760515,mare,188924780515
188924760515,germana,188924790515
188924800516,esposa,188924810516
188924800516,fill,188924820516
188924800516,sogre,188924830516
188924840517,fill,188924850517
188924840517,fill,188924860517
188924840517,fill,188924870517
188924840517,fill,188924880517
188924890518,esposa,188924900518
188924890518,fill,188924910518
188924890518,no consta,188924920518
188924890518,no consta,188924930518
188924890518,altres,188924940518
188924890518,altres,188924950518
188924960519,esposa,188924970519
188924960519,fill,188924980519
188924960519,fill,188924990519
188924960519,fill,188925000519
188925010520,esposa,188925020520
188925010520,fill,188925030520
188925010520,sogre,188925040520
188925010520,fill,188925050520
188925060521,esposa,188925070521
188925060521,fill,188925080521
188925060521,fill,188925090521
188925060521,fill,188925100521
188925060521,fill,188925110521
188925060521,fill,188925120521
188925130522,esposa,188925140522
188925130522,fill,188925150522
188925160523,esposa,188925170523
188925160523,germana,188925180523
188925190524,esposa,188925200524
188925190524,fill,188925210524
188925190524,fill,188925220524
188925190524,fill,188925230524
188925240525,fill,188925250525
188925260526,jove,188925270526
188925260526,neta,188925280526
188925290527,esposa,188925300527
188925290527,fill,188925310527
188925290527,fill,188925320527
188925290527,fill,188925330527
188925290527,altres,188925340527
188925350528,esposa,188925360528
188925350528,fill,188925370528
188925350528,altres,188925380528
188925390529,esposa,188925400529
188925390529,fill,188925410529
188925390529,fill,188925420529
188925430530,esposa,188925440530
188925430530,fill,188925450530
188925430530,jove,188925460530
188925430530,net,188925470530
188925430530,net,188925480530
188925430530,net,188925490530
188925500531,esposa,188925510531
188925500531,fill,188925520531
188925530532,esposa,188925540532
188925530532,fill,188925550532
188925530532,fill,188925560532
188925530532,fill,188925570532
188925530532,fill,188925580532
188925590533,esposa,188925600533
188925590533,fill,188925610533
188925590533,fill,188925620533
188925590533,fill,188925630533
188925640534,esposa,188925650534
188925640534,fill,188925660534
188925640534,jove,188925670534
188925640534,net,188925680534
188925640534,net,188925690534
188925700535,esposa,188925710535
188925700535,fill,188925720535
188925700535,fill,188925730535
188925740536,esposa,188925750536
188925740536,fill,188925760536
188925740536,fill,188925770536
188925740536,fill,188925780536
188925790537,fill,188925800537
188925790537,fill,188925810537
188925790537,fill,188925820537
188925790537,fill,188925830537
188925840538,esposa,188925850538
188925840538,fill,188925860538
188925840538,fill,188925870538
188925840538,fill,188925880538
188925890539,esposa,188925900539
188925890539,fill,188925910539
188925890539,altres,188925920539
188925930540,esposa,188925940540
188925930540,fill,188925950540
188925930540,cunyat,188925960540
188925970541,fill,188925980541
188925970541,jove,188925990541
188925970541,net,188926000541
188925970541,net,188926010541
188925970541,net,188926020541
188925970541,net,188926030541
188926040542,esposa,188926050542
188926040542,fill,188926060542
188926040542,fill,188926070542
188926040542,fill,188926080542
188926040542,fill,188926090542
188926110544,esposa,188926120544
188926110544,fill,188926130544
188926110544,fill,188926140544
188926110544,fill,188926150544
188926110544,fill,188926160544
188926110544,fill,188926170544
188926180545,esposa,188926190545
188926180545,fill,188926200545
188926180545,fill,188926210545
188926180545,fill,188926220545
188926180545,fill,188926230545
188926240546,esposa,188926250546
188926240546,fill,188926260546
188926270547,esposa,188926280547
188926270547,fill,188926290547
188926270547,fill,188926300547
188926270547,fill,188926310547
188926270547,fill,188926320547
188926270547,fill,188926330547
188926270547,fill,188926340547
188926350548,esposa,188926360548
188926350548,fill,188926370548
188926350548,fill,188926380548
188926390549,esposa,188926400549
188926390549,fill,188926410549
188926390549,fill,188926420549
188926390549,fill,188926430549
188926390549,fill,188926440549
188926390549,fill,188926450549
188926390549,fill,188926460549
188926390549,sogre,188926470549
188926480550,esposa,188926490550
188926480550,fill,188926500550
188926480550,fill,188926510550
188926520551,esposa,188926530551
188926520551,fill,188926540551
188926520551,fill,188926550551
188926520551,fill,188926560551
188926570552,esposa,188926580552
188926570552,fill,188926590552
188926570552,fill,188926600552
188926570552,fill,188926610552
188926570552,fill,188926620552
188926570552,fill,188926630552
188926570552,fill,188926640552
188926650553,esposa,188926660553
188926650553,fill,188926670553
188926650553,fill,188926680553
188926650553,fill,188926690553
188926650553,fill,188926700553
188926650553,altres,188926710553
188926720554,fill,188926730554
188926720554,jove,188926740554
188926760555,esposa,188926770555
188926760555,gendre,188926780555
188926760555,filla,188926790555
188926760555,net,188926800555
188926760555,net,188926810555
188926820556,fill,188926830556
188926820556,fill,188926840556
188926820556,fill,188926850556
188926820556,germa,188926860556
188926820556,altres,188926870556
188926880557,esposa,188926890557
188926880557,fill,188926900557
188926880557,fill,188926910557
188926880557,fill,188926920557
188926930558,esposa,188926940558
188926930558,fill,188926950558
188926930558,fill,188926960558
188926930558,fill,188926970558
188926980559,esposa,188926990559
188926980559,fill,188927000559
188926980559,fill,188927010559
188926980559,fill,188927020559
188926980559,sogre,188927030559
188926980559,cunyat,188927040559
188927050560,esposa,188927060560
188927050560,fill,188927070560
188927050560,fill,188927080560
188927050560,fill,188927090560
188927050560,mare,188927100560
188927120562,esposa,188927130562
188927120562,fill,188927140562
188927120562,fill,188927150562
188927160563,esposa_3,188927170563
188927160563,fill_3,188927180563
188927190564,esposa_4,188927200564
188927190564,fill_4,188927210564
188927190564,fill_4,188927220564
188927190564,fill_4,188927230564
188927190564,fill_4,188927240564
188927190564,esposa_4,188927250564
188927260565,esposa_5,188927270565
188927260565,fill_5,188927280565
188927260565,fill_5,188927290565
188927300566,esposa_6,188927310566
188927300566,fill_6,188927320566
188927300566,fill_6,188927330566
188927300566,fill_6,188927340566
188927350567,esposa_7,188927360567
188927350567,fill_7,188927370567
188927350567,fill_7,188927380567
188927390568,esposa_8,188927400568
188927390568,fill_8,188927410568
188927420569,esposa,188927430569
188927420569,fill,188927440569
188927420569,fill,188927450569
188927420569,fill,188927460569
188927420569,fill,188927470569
188927480570,esposa,188927490570
188927500571,esposa,188927510571
188927500571,fill,188927520571
188927500571,fill,188927530571
188927500571,fill,188927540571
188927550572,esposa,188927560572
188927550572,jefe_2,188927570572
188927550572,esposa_2,188927580572
188927550572,fill_2,188927590572
188927550572,fill_2,188927600572
188927550572,fill_2,188927610572
188927550572,fill_2,188927620572
188927630573,gendre,188927640573
188927630573,filla,188927650573
188927630573,fill,188927660573
188927630573,parents,188927670573
188927630573,neta,188927680573
188927630573,neta,188927690573
188927630573,neta,188927700573
188927630573,altres,188927710573
188927630573,altres,188927720573
188927630573,altres,188927730573
188927740574,esposa,188927750574
188927740574,fill,188927760574
188927740574,jove,188927770574
188927740574,neta,188927780574
188927740574,neta,188927790574
188927740574,neta,188927800574
188927810575,altres,188927820575
188927810575,fill,188927830575
188927810575,fill,188927840575
188927850576,esposa,188927860576
188927850576,fill,188927870576
188927850576,fill,188927880576
188927850576,fill,188927890576
188927850576,fill,188927900576
188927910577,esposa,188927920577
188927910577,fill,188927930577
188927910577,fill,188927940577
188927910577,fill,188927950577
188927910577,fill,188927960577
188927970578,esposa,188927980578
188927970578,fill,188927990578
188927970578,gendre,188928000578
188927970578,parents,188928010578
188927970578,parents,188928020578
188928030579,esposa,188928040579
188928030579,fill,188928050579
188928030579,fill,188928060579
188928070580,esposa,188928080580
188928070580,altres,188928090580
188928100581,esposa,188928110581
188928100581,fill,188928120581
188928100581,fill,188928130581
188928140582,esposa,188928150582
188928140582,fill,188928160582
188928140582,fill,188928170582
188928140582,fill,188928180582
188928190583,fill,188928200583
188928190583,germa,188928210583
188928190583,germana,188928220583
188928190583,germa,188928230583
188928240584,esposa,188928250584
188928240584,fill,188928260584
188928240584,fill,188928270584
188928240584,fill,188928280584
188928240584,fill,188928290584
188928300585,altres,188928310585
188928300585,altres,188928320585
188928300585,altres,188928330585
188928300585,altres,188928340585
188928300585,altres,188928350585
188928300585,altres,188928360585
188928300585,altres,188928370585
188928380586,esposa,188928390586
188928380586,fill,188928400586
188928380586,fill,188928410586
188928380586,parents,188928420586
188928430587,gendre,188928440587
188928430587,filla,188928450587
188928430587,parents,188928460587
188928470588,esposa,188928480588
188928470588,fill,188928490588
188928500589,esposa,188928510589
188928500589,fill,188928520589
188928500589,fill,188928530589
188928540590,esposa,188928550590
188928540590,fill,188928560590
188928540590,fill,188928570590
188928540590,cunyat,188928580590
188928540590,cunyada,188928590590
188928600591,esposa,188928610591
188928600591,fill,188928620591
188928630592,fill,188928640592
188928630592,fill,188928650592
188928630592,neta,188928660592
188928630592,neta,188928670592
188928680593,servents,188928690593
188928700594,fill,188928710594
188928700594,fill,188928720594
188928700594,fill,188928730594
188928740595,fill,188928750595
188928740595,fill,188928760595
188928740595,fill,188928770595
188928740595,fill,188928780595
188928790596,esposa,188928800596
188928810597,esposa,188928820597
188928810597,fill,188928830597
188928810597,parents,188928840597
188928810597,parents,188928850597
188928860598,fill,188928870598
188928860598,fill,188928880598
188928860598,fill,188928890598
188928860598,fill,188928900598
188928860598,fill,188928910598
188928920599,esposa,188928930599
188928920599,fill,188928940599
188928920599,fill,188928950599
188928920599,altres,188928960599
188928970600,esposa,188928980600
188928970600,fill,188928990600
188928970600,parents,188929000600
188929020602,esposa,188929030602
188929020602,fill,188929040602
188929020602,fill,188929050602
188929020602,fill,188929060602
188929020602,mare,188929070602
188929020602,germa,188929080602
188929020602,germana,188929090602
188929100603,esposa,188929110603
188929100603,fill,188929120603
188929100603,fill,188929130603
188929100603,fill,188929140603
188929100603,fill,188929150603
188929160604,esposa,188929170604
188929160604,fill,188929180604
188929160604,parents,188929190604
188929160604,parents,188929200604
188929160604,parents,188929210604
188929160604,parents,188929220604
188929160604,parents,188929230604
188929160604,parents,188929240604
188929160604,parents,188929250604
188929160604,parents,188929260604
188929160604,parents,188929270604
188929160604,parents,188929280604
188929160604,parents,188929290604
188929160604,parents,188929300604
188929160604,parents,188929310604
188929160604,parents,188929320604
188929160604,parents,188929330604
188929160604,parents,188929340604
188929350605,esposa,188929360605
188929350605,fill,188929370605
188929350605,fill,188929380605
188929350605,fill,188929390605
188929400606,esposa,188929410606
188929400606,fill,188929420606
188929430607,jove,188929440607
188929450608,esposa,188929460608
188929450608,fill,188929470608
188929480609,esposa,188929490609
188929500610,esposa,188929510610
188929500610,fill,188929520610
188929500610,fill,188929530610
188929540611,filla,188929550611
188929540611,filla,188929560611
188929540611,filla,188929570611
188929580612,esposa,188929590612
188929600613,esposa,188929610613
188929600613,fill,188929620613
188929600613,fill,188929630613
188929600613,cunyat,188929640613
188929650614,esposa,188929660614
188929650614,fill,188929670614
188929650614,fill,188929680614
188929650614,parents,188929690614
188929700615,esposa,188929710615
188929700615,fill,188929720615
188929700615,fill,188929730615
188929700615,fill,188929740615
188929700615,jove,188929750615
188929760616,altres,188929770616
188929760616,altres,188929780616
188929760616,altres,188929790616
188929760616,jefe_2,188929800616
188929760616,esposa_2,188929810616
188929760616,fill_2,188929820616
188929760616,fill_2,188929830616
188929760616,fill_2,188929840616
188929850617,religios,188929860617
188929850617,religios,188929870617
188929850617,religios,188929880617
188929850617,religios,188929890617
188929850617,religios,188929900617
188929850617,religios,188929910617
188929850617,religios,188929920617
188929850617,religios,188929930617
188929850617,religios,188929940617
188929950618,esposa,188929960618
188929950618,fill,188929970618
188929950618,fill,188929980618
188929950618,jove,188929990618
188930000619,fill,188930010619
188930000619,fill,188930020619
188930000619,fill,188930030619
188930000619,fill,188930040619
188930000619,fill,188930050619
188930000619,fill,188930060619
188930000619,fill,188930070619
188930080620,fill,188930090620
188930080620,jove,188930100620
188930080620,neta,188930110620
188930080620,neta,188930120620
188930130621,esposa,188930140621
188930130621,fill,188930150621
188930130621,fill,188930160621
188930130621,fill,188930170621
188930130621,jefe_2,188930180621
188930130621,esposa_2,188930190621
188930130621,fill_2,188930200621
188930130621,jefe_3,188930210621
188930130621,esposa_3,188930220621
188930130621,fill_3,188930230621
188930130621,fill_3,188930240621
188930250622,esposa,188930260622
188930250622,fill,188930270622
188930250622,fill,188930280622
188930250622,gendre,188930290622
188930250622,consogre,188930300622
188930310623,esposa,188930320623
188930310623,fill,188930330623
188930340624,esposa,188930350624
188930340624,fill,188930360624
188930340624,fill,188930370624
188930380625,fill,188930390625
188930380625,fill,188930400625
188930410626,esposa,188930420626
188930410626,fill,188930430626
188930410626,fill,188930440626
188930450627,fill,188930460627
188930470628,altres,188930480628
188930470628,altres,188930490628
188930500629,esposa,188930510629
188930520630,esposa,188930530630
188930540631,esposa,188930550631
188930540631,fill,188930560631
188930570632,esposa,188930580632
188930590633,esposa,188930600633
188930610634,esposa,188930620634
188930610634,fill,188930630634
188930610634,fill,188930640634
188930610634,gendre,188930650634
188930610634,neta,188930660634
188930670635,esposa,188930680635
188930690636,esposa,188930700636
188930690636,fill,188930710636
188930690636,fill,188930720636
188930690636,fill,188930730636
188930740637,esposa,188930750637
188930740637,fill,188930760637
188930740637,gendre,188930770637
188930780638,esposa,188930790638
188930780638,fill,188930800638
188930780638,neta,188930810638
188930780638,neta,188930820638
188930780638,net,188930830638
188930780638,neta,188930840638
188930780638,neta,188930850638
188930780638,neta,188930860638
188930870639,esposa,188930880639
188930870639,fill,188930890639
188930870639,fill,188930900639
188930870639,fill,188930910639
188930920640,esposa,188930930640
188930920640,fill,188930940640
188930920640,fill,188930950640
188930920640,fill,188930960640
188930920640,fill,188930970640
188930920640,fill,188930980640
188930920640,fill,188930990640
188930920640,fill,188931000640
188931010641,esposa,188931020641
188931010641,fill,188931030641
188931040642,esposa,188931050642
188931040642,fill,188931060642
188931040642,fill,188931070642
188931040642,fill,188931080642
188931090643,esposa,188931100643
188931090643,fill,188931110643
188931090643,fill,188931120643
188931130644,esposa,188931140644
188931130644,fill,188931150644
188931160644,FAMILY,188931170644
188931160644,FAMILY,188931180644
188931160644,FAMILY,188931190644
188921800454,SAME_AS,190600010001
188921810454,SAME_AS,190600020001
190600010001,fill,190600020001
188921830454,SAME_AS,190600030001
190600010001,jove,190600030001
190600010001,neta,190600040001
190600010001,neta,190600050001
188921840455,SAME_AS,190600060002
188921850455,SAME_AS,190600070002
190600060002,esposa,190600070002
190600060002,fill,190600080002
190600060002,filla,190600090002
188921870455,SAME_AS,190600090002
190600060002,filla,190600100002
188921970458,SAME_AS,190600110003
188921980458,SAME_AS,190600120003
190600110003,esposa,190600120003
190600110003,fill,190600130003
188921990458,SAME_AS,190600130003
190600110003,fill,190600140003
188921930458,SAME_AS,190600150003
190600110003,mare,190600150003
190600110003,servents,190600160003
190600110003,servents,190600170003
188922010459,SAME_AS,190600180004
188922020459,SAME_AS,190600190004
190600180004,esposa,190600190004
190600180004,filla,190600200004
188922030459,SAME_AS,190600200004
190600180004,filla,190600210004
188922040459,SAME_AS,190600210004
190600180004,fill,190600220004
188922050459,SAME_AS,190600220004
188903380070,SAME_AS,190600240005
190600230005,mare,190600240005
188922170461,SAME_AS,190600250006
188922180461,SAME_AS,190600260006
190600250006,esposa,190600260006
190600250006,fill,190600270006
190600250006,fill,190600280006
190600250006,filla,190600290006
188920210421,SAME_AS,190600300007
190600300007,afillada,190600310007
190600300007,filla,190600320007
188920220421,SAME_AS,190600320007
190600300007,filla,190600330007
188927520571,SAME_AS,190600340007
190600300007,germa,190600340007
188927530571,SAME_AS,190600350007
190600300007,germa,190600350007
190600360008,esposa,190600370008
190600360008,fill,190600380008
190600360008,fill,190600390008
190600360008,filla,190600400008
190600360008,fill,190600410008
190600360008,fill,190600420008
188922290464,SAME_AS,190600430009
188922300464,SAME_AS,190600440009
190600430009,esposa,190600440009
188922310464,SAME_AS,190600450009
190600430009,fill,190600450009
190600430009,filla,190600460009
188922330464,SAME_AS,190600460009
190600430009,filla,190600470009
188905560110,SAME_AS,190600480010
190600480010,esposa,190600490010
190600500011,esposa,190600510011
190600500011,filla,190600520011
190600500011,fill,190600530011
190600500011,fill,190600540011
190600500011,hostes,190600550011
188922430467,SAME_AS,190600560012
188922440467,SAME_AS,190600570012
190600560012,esposa,190600570012
188925740536,SAME_AS,190600580013
188925750536,SAME_AS,190600590013
190600580013,esposa,190600590013
190600580013,fill,190600600013
188925780536,SAME_AS,190600600013
190600580013,fill,190600610013
188930390625,SAME_AS,190600620014
188925770536,SAME_AS,190600630014
190600620014,esposa,190600630014
190600620014,filla,190600640014
188922500469,SAME_AS,190600650015
188922510469,SAME_AS,190600660015
190600650015,esposa,190600660015
190600650015,filla,190600670015
188922540469,SAME_AS,190600670015
190600650015,fill,190600680015
188922570470,SAME_AS,190600690016
190600690016,esposa,190600700016
188922580470,SAME_AS,190600700016
190600690016,filla,190600710016
190600690016,filla,190600720016
190600690016,filla,190600730016
188920800433,SAME_AS,190600740017
188920810433,SAME_AS,190600750017
190600740017,esposa,190600750017
190600740017,fill,190600760017
190600740017,fill,190600770017
188922650472,SAME_AS,190600780018
188922660472,SAME_AS,190600790018
190600780018,esposa,190600790018
190600800019,esposa,190600810019
190600800019,filla,190600820019
190600800019,fill,190600830019
188922700474,SAME_AS,190600840020
188922710474,SAME_AS,190600850020
190600840020,esposa,190600850020
190600840020,filla,190600860020
188922730474,SAME_AS,190600860020
190600840020,filla,190600870020
188922740474,SAME_AS,190600870020
190600840020,neboda,190600880020
188922760475,SAME_AS,190600890021
190600890021,esposa,190600900021
188926310547,SAME_AS,190600900021
190600890021,filla,190600910021
190600890021,fill,190600920021
190600930022,esposa,190600940022
190600930022,filla,190600950022
190600930022,filla,190600960022
190600930022,filla,190600970022
188910680211,SAME_AS,190600990023
190600980023,esposa,190600990023
188910690211,SAME_AS,190601000023
190600980023,filla,190601000023
190600980023,filla,190601010023
188910720211,SAME_AS,190601010023
188922480468,SAME_AS,190601020023
190600980023,dispeser,190601020023
188910700211,SAME_AS,190601030024
188926070542,SAME_AS,190601040024
190601030024,esposa,190601040024
188922800477,SAME_AS,190601050025
188922810477,SAME_AS,190601060025
190601050025,esposa,190601060025
190601050025,fill,190601070025
188922820477,SAME_AS,190601070025
190601050025,fill,190601080025
188922840477,SAME_AS,190601080025
188922400466,SAME_AS,190601100026
190601090026,esposa,190601100026
190601090026,servents,190601110026
188922930479,SAME_AS,190601120027
188922940479,SAME_AS,190601130027
190601120027,esposa,190601130027
190601120027,fill,190601140027
188922950479,SAME_AS,190601140027
190601120027,fill,190601150027
190601120027,fill,190601160027
188907750154,SAME_AS,190601170027
190601120027,dispeser,190601170027
188923010480,SAME_AS,190601180028
188923020480,SAME_AS,190601190028
190601180028,esposa,190601190028
190601180028,filla,190601200028
188923030480,SAME_AS,190601200028
190601180028,filla,190601210028
188923040480,SAME_AS,190601210028
190601180028,fill,190601220028
190601180028,filla,190601230028
188923000480,SAME_AS,190601240028
190601180028,germa,190601240028
190601250029,esposa,190601260029
190601250029,filla,190601270029
190601250029,fill,190601280029
190601250029,filla,190601290029
190601250029,fill,190601300029
190601250029,fill,190601310029
188923090482,SAME_AS,190601320030
188923100482,SAME_AS,190601330030
190601320030,esposa,190601330030
188923110482,SAME_AS,190601340030
190601320030,fill,190601340030
190601320030,esposa,190601350030
188923120482,SAME_AS,190601350030
190601320030,fill,190601360030
190601320030,fill,190601370030
190601320030,filla,190601380030
190601320030,filla,190601390030
190601320030,filla,190601400030
190601320030,servents,190601410030
188929120603,SAME_AS,190601420031
188901710035,SAME_AS,190601430031
190601420031,esposa,190601430031
190601420031,filla,190601440031
188929210604,SAME_AS,190601450032
188929220604,SAME_AS,190601460032
190601450032,esposa,190601460032
190601450032,filla,190601470032
190601450032,fill,190601480032
188900710016,SAME_AS,190601490033
188900720016,SAME_AS,190601500033
190601490033,esposa,190601500033
190601490033,filla,190601510033
188900740016,SAME_AS,190601510033
190601490033,filla,190601520033
188929270604,SAME_AS,190601530034
188929300604,SAME_AS,190601540034
190601530034,fill,190601540034
188929310604,SAME_AS,190601550034
190601530034,fill,190601550034
188927070560,SAME_AS,190601570035
190601560035,esposa,190601570035
190601560035,fill,190601580035
190601560035,fill,190601590035
190601560035,filla,190601600035
190601610036,esposa,190601620036
190601610036,fill,190601630036
190601610036,fill,190601640036
190601610036,fill,190601650036
190601660037,esposa,190601670037
190601660037,fill,190601680037
190601660037,filla,190601690037
190601660037,fill,190601700037
190601660037,filla,190601710037
188929440607,SAME_AS,190601730038
190601720038,esposa,190601730038
190601720038,fill,190601740038
190601720038,filla,190601750038
190601760039,esposa,190601770039
190601760039,fill,190601780039
190601760039,filla,190601790039
188907880156,SAME_AS,190601800040
188907890156,SAME_AS,190601810040
190601800040,esposa,190601810040
190601800040,fill,190601820040
188907900156,SAME_AS,190601820040
190601800040,filla,190601830040
190601840041,esposa,190601850041
188922720474,SAME_AS,190601850041
190601840041,fill,190601860041
188921020437,SAME_AS,190601870042
188921030437,SAME_AS,190601880042
190601870042,esposa,190601880042
190601870042,fill,190601890042
188921040437,SAME_AS,190601890042
190601870042,filla,190601900042
190601870042,fill,190601910042
190601870042,filla,190601920042
190601870042,fill,190601930042
188907110141,SAME_AS,190601940043
188907120141,SAME_AS,190601950043
190601940043,esposa,190601950043
190601940043,fill,190601960043
188907130141,SAME_AS,190601960043
190601940043,filla,190601970043
188907150141,SAME_AS,190601970043
190601980044,esposa,190601990044
190601980044,filla,190602000044
190601980044,fill,190602010044
190601980044,fill,190602020044
188902920060,SAME_AS,190602030045
188915290318,SAME_AS,190602040045
190602030045,esposa,190602040045
190602030045,fill,190602050045
188915260318,SAME_AS,190602060045
190602030045,sogre,190602060045
188930520630,SAME_AS,190602070046
188930530630,SAME_AS,190602080046
190602070046,esposa,190602080046
190602090047,esposa,190602100047
190602090047,fill,190602110047
190602090047,fill,190602120047
190602090047,dispeser,190602130047
188900170004,SAME_AS,190602140048
190602140048,esposa,190602150048
188900180004,SAME_AS,190602150048
188900220004,SAME_AS,190602160048
190602140048,fill,190602160048
190602140048,esposa,190602170048
188900230004,SAME_AS,190602170048
190602140048,fill,190602180048
190602140048,fill,190602190048
188900240005,SAME_AS,190602200049
188900260005,SAME_AS,190602210049
190602200049,fill,190602210049
190602200049,gendre,190602220049
188927080560,SAME_AS,190602220049
190602200049,filla,190602230049
188900270005,SAME_AS,190602230049
188916080333,SAME_AS,190602240050
188916090333,SAME_AS,190602250050
190602240050,esposa,190602250050
190602240050,filla,190602260050
190602240050,filla,190602270050
188916110333,SAME_AS,190602280051
190602280051,esposa,190602290051
190602280051,fill,190602300051
190602310052,esposa,190602320052
190602310052,fill,190602330052
190602310052,filla,190602340052
190602310052,filla,190602350052
190602310052,filla,190602360052
190602310052,filla,190602370052
188922460468,SAME_AS,190602380053
188922470468,SAME_AS,190602390053
190602380053,esposa,190602390053
188900100002,SAME_AS,190602400054
190602400054,esposa,190602410054
188900120002,SAME_AS,190602410054
190602400054,mare,190602420054
188900090002,SAME_AS,190602420054
190602400054,filla,190602430054
188900130002,SAME_AS,190602430054
190602400054,fill,190602440054
188900140002,SAME_AS,190602440054
190602400054,fill,190602450054
190602400054,filla,190602460054
190602470055,esposa,190602480055
190602470055,filla,190602490055
190602470055,fill,190602500055
190602510056,fill,190602520056
188903140064,SAME_AS,190602530057
188903150064,SAME_AS,190602540057
190602530057,esposa,190602540057
190602550058,esposa,190602560058
190602550058,fill,190602570058
190602550058,filla,190602580058
190602590059,filla,190602600059
190602590059,filla,190602610059
190602590059,filla,190602620059
190602590059,filla,190602630059
190602590059,filla,190602640059
190602650060,esposa,190602660060
190602670061,esposa,190602680061
188906430128,SAME_AS,190602690062
188906440128,SAME_AS,190602700062
190602690062,esposa,190602700062
190602690062,fill,190602710062
188906470128,SAME_AS,190602710062
188906460128,SAME_AS,190602720063
190602720063,esposa,190602730063
188922140460,SAME_AS,190602730063
190602740064,esposa,190602750064
190602760065,esposa,190602770065
190602790067,fill,190602800067
190602790067,fill,190602810067
190602790067,fill,190602820067
190602790067,fill,190602830067
190602840068,esposa,190602850068
190602840068,fill,190602860068
190602840068,mare,190602870068
190602880069,esposa,190602890069
190602880069,fill,190602900069
190602880069,fill,190602910069
190602920070,fill,190602930070
190602920070,fill,190602940070
190602920070,fill,190602950070
190602920070,filla,190602960070
190602920070,afillat,190602970070
190602920070,afillada,190602980070
188916700344,SAME_AS,190602980070
190602920070,cunyat,190602990070
188900910020,SAME_AS,190603000071
188900940020,SAME_AS,190603010071
190603000071,fill,190603010071
190603000071,esposa,190603020071
190603000071,filla,190603030071
188900340007,SAME_AS,190603040072
188900350007,SAME_AS,190603050072
190603040072,esposa,190603050072
188900390007,SAME_AS,190603060072
190603040072,fill,190603060072
190603040072,fill,190603070072
188900370007,SAME_AS,190603070072
188900380007,SAME_AS,190603080073
190603080073,esposa,190603090073
188925370528,SAME_AS,190603100074
190603100074,esposa,190603110074
190603100074,filla,190603120074
188900010001,SAME_AS,190603130075
188900020001,SAME_AS,190603140075
190603130075,esposa,190603140075
188900030001,SAME_AS,190603150075
190603130075,filla,190603150075
188900050001,SAME_AS,190603160075
190603130075,fill,190603160075
190603130075,fill,190603170075
188900060001,SAME_AS,190603170075
190603130075,fill,190603180075
188900070001,SAME_AS,190603180075
190603130075,filla,190603190075
188906700132,SAME_AS,190603200076
188906710132,SAME_AS,190603210076
190603200076,esposa,190603210076
190603200076,esposa,190603220076
